Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim,FWHM,r_opt,Io_err,I_rand,Name,KSPtime,Location,index,time,RA,DEC,I,SN,M,Merr,Mlim,FWHM,r_opt,Io_err,I_rand,TRUE
N2188-1.Q2.B.170307_1130.A.048077.061035N3413.0060.nh.fits,2017-03-07T11:30:00.000,A,36,796.4795023,92.65373452,-34.14110063,21.73552086,2.923504384,20.83010574,0.3770557721,20.79318177,8.354977598,1.26148717,0.3420552421,0.04952702022,N2188-1.Q2.B.170307_1130.A.048077.061035N3413.0060.nh.fits,2017-03-07T11:30:00.000,A,354,431.4794907,92.65478222,-34.1410439,19.69153698,3.041348829,20.93784652,0.3624508716,20.92449226,8.354977598,1.26148717,0.3288014813,0.04764021007,TRUE
N2188-1.Q2.B.170307_1237.A.048109.061035N3413.0060.nh.fits,2017-03-07T12:37:00.000,A,49,796.5258102,92.65476681,-34.1411483,nan,nan,nan,nan,19.47735022,5.132759462,1.721154649,0.08682960862,0.01356726759,N2188-1.Q2.B.170307_1237.A.048109.061035N3413.0060.nh.fits,2017-03-07T12:37:00.000,A,235,431.5257986,92.65476681,-34.1411483,-10.75611021,-0.4581535176,nan,nan,19.53099421,11.31172044,1.192957974,-2.1826745,-0.3165189791,TRUE
N2188-1.Q2.B.170307_1853.S.061043.061035N3413.0060.nh.fits,2017-03-07T18:53:00.000,S,360,796.787338,92.65467733,-34.14116599,23.97977209,7.061168005,20.72290614,0.1562508195,21.67885287,3.837321368,1.489395587,0.14161963,0.02138308472,N2188-1.Q2.B.170307_1853.S.061043.061035N3413.0060.nh.fits,2017-03-07T18:53:00.000,S,312,431.7873264,92.65474979,-34.14116772,22.95728952,13.99614636,20.77044434,0.07896172876,22.55445164,3.837321368,1.489395587,0.07144823829,0.01157030067,TRUE
N2188-1.Q2.B.170307_1957.S.061073.061035N3413.0060.nh.fits,2017-03-07T19:57:00.000,S,420,796.8316088,92.65465659,-34.1411276,29.53209981,7.157890158,20.49569756,0.154122049,21.41854907,3.989403635,1.601832904,0.1397059717,0.02098700972,N2188-1.Q2.B.170307_1957.S.061073.061035N3413.0060.nh.fits,2017-03-07T19:57:00.000,S,12,431.8315972,92.65474793,-34.1411637,28.64078253,14.5827565,20.5291309,0.07578432616,22.34021638,3.989403635,1.601832904,0.06857414097,0.01109875938,TRUE
N2188-1.Q2.B.170307_2103.S.061104.061035N3413.0060.nh.fits,2017-03-07T21:03:00.000,S,252,796.877662,92.65446542,-34.14107998,33.89065198,7.136986874,20.34551614,0.1545624234,21.31413788,4.469177435,1.508193844,0.1401151519,0.02098032053,N2188-1.Q2.B.170307_2103.S.061104.061035N3413.0060.nh.fits,2017-03-07T21:03:00.000,S,20,431.8776505,92.65474946,-34.14113191,33.18236165,12.81346357,20.36855779,0.08620210823,22.02701474,4.469177435,1.508193844,0.07804291124,0.01236125568,TRUE
N2188-1.Q2.B.170309_0057.C.060722.061035N3413.0060.nh.fits,2017-03-09T00:57:00.000,C,287,798.0400347,92.65465381,-34.14109999,29.14515253,9.556415945,20.51008629,0.1155307664,21.73107291,3.07754823,1.59715089,0.1046417408,0.01627266988,N2188-1.Q2.B.170309_0057.C.060722.061035N3413.0060.nh.fits,2017-03-09T00:57:00.000,C,108,433.0400231,92.65472208,-34.14107462,21.74097184,19.36402589,20.82983218,0.05716496849,22.98939442,3.07754823,1.59715089,0.05164215362,0.008875888528,TRUE
N2188-1.Q2.B.170309_0213.C.060754.061035N3413.0060.nh.fits,2017-03-09T02:13:00.000,C,78,798.0924653,92.65461228,-34.14118824,27.11110422,3.227110449,20.58901113,0.341722582,20.68354929,2.884390552,1.679493393,0.3098747365,0.04575548389,N2188-1.Q2.B.170309_0213.C.060754.061035N3413.0060.nh.fits,2017-03-09T02:13:00.000,C,3,433.0924537,92.65465052,-34.14117119,28.18919152,9.601427426,20.54646937,0.1150038702,21.97239329,2.884390552,1.679493393,0.1041511804,0.01628391313,TRUE
N2188-1.Q2.B.170309_0333.C.060788.061035N3413.0060.nh.fits,2017-03-09T03:33:00.000,C,450,798.1482986,92.65460954,-34.14106912,54.07050173,5.238517589,19.83588039,0.2105556981,20.41091345,5.812330843,1.989210605,0.190893699,0.02845313505,N2188-1.Q2.B.170309_0333.C.060788.061035N3413.0060.nh.fits,2017-03-09T03:33:00.000,C,18,433.148287,92.65476219,-34.14110824,45.7529108,9.248545401,20.01810507,0.1193618389,21.26570509,5.812330843,1.989210605,0.1081251112,0.01672598328,TRUE
N2188-1.Q2.B.170309_0955.A.048420.061035N3413.0060.nh.fits,2017-03-09T09:55:00.000,A,454,798.4134838,92.65474096,-34.14113115,23.14390682,4.87244734,20.76161199,0.2263189282,21.23840976,4.166474901,1.510976666,0.2052356712,0.0302409309,N2188-1.Q2.B.170309_0955.A.048420.061035N3413.0060.nh.fits,2017-03-09T09:55:00.000,A,17,433.4134722,92.65483522,-34.14114065,27.84692288,12.14373447,20.55979656,0.09094973301,22.11992549,4.166474901,1.510976666,0.08234699154,0.01300521323,TRUE
N2188-1.Q2.B.170309_1059.A.048450.061035N3413.0060.nh.fits,2017-03-09T10:59:00.000,A,446,798.4582523,92.65463829,-34.14099834,28.0876896,4.391331399,20.55040468,0.2510716469,20.94736682,5.394752535,1.572101206,0.2277213695,0.03328350451,N2188-1.Q2.B.170309_1059.A.048450.061035N3413.0060.nh.fits,2017-03-09T10:59:00.000,A,344,433.4582407,92.65475466,-34.14098554,29.71491855,5.013203908,20.48896486,0.2199493705,21.00768582,5.394752535,1.572101206,0.1994732347,0.02929635218,TRUE
N2188-1.Q2.B.170309_1217.A.048487.061035N3413.0060.nh.fits,2017-03-09T12:17:00.000,A,425,798.5119676,92.65392902,-34.14105159,15.28787831,1.732004127,21.2139967,0.6363634694,20.56058588,6.098566561,1.604598312,0.57736583,0.08307941278,N2188-1.Q2.B.170309_1217.A.048487.061035N3413.0060.nh.fits,2017-03-09T12:17:00.000,A,348,433.511956,92.65462259,-34.14112157,21.89942393,2.78820887,20.82190999,0.3953411283,20.71981397,6.098566561,1.604598312,0.3586531879,0.05186011553,TRUE
N2188-1.Q2.B.170309_1835.S.061614.061035N3413.0060.nh.fits,2017-03-09T18:35:00.000,S,463,798.7748958,92.65466985,-34.14110929,31.03550323,8.071511519,20.44152763,0.1367249349,21.53780564,3.616748496,1.510617745,0.1238925321,0.01890594743,N2188-1.Q2.B.170309_1835.S.061614.061035N3413.0060.nh.fits,2017-03-09T18:35:00.000,S,367,433.7748843,92.65471905,-34.14112755,30.10875851,17.98060942,20.47460048,0.06153421703,22.55675654,3.616748496,1.510617745,0.05561546757,0.009400660959,TRUE
N2188-1.Q2.B.170309_1943.S.061644.061035N3413.0060.nh.fits,2017-03-09T19:43:00.000,S,115,798.8218056,92.65376497,-34.14114136,15.64083874,2.513583387,21.1890957,0.4385212834,21.00917723,5.947872388,1.358004674,0.3978384028,0.05743990941,N2188-1.Q2.B.170309_1943.S.061644.061035N3413.0060.nh.fits,2017-03-09T19:43:00.000,S,55,433.821794,92.65471553,-34.14119039,28.96455612,4.726937057,20.51686732,0.2332569285,21.04307947,5.947872388,1.358004674,0.2115534834,0.03099008876,TRUE
N2188-1.Q2.B.170309_2049.S.061674.061035N3413.0060.nh.fits,2017-03-09T20:49:00.000,S,306,798.8675926,92.6545938,-34.14114625,21.34144032,2.168259886,20.85006691,0.5084542058,20.50272943,7.309960374,1.292149472,0.4611993269,0.0671801545,N2188-1.Q2.B.170309_2049.S.061674.061035N3413.0060.nh.fits,2017-03-09T20:49:00.000,S,94,433.867581,92.65482921,-34.14118552,24.35612399,3.248619516,20.70591717,0.3394048373,20.79952913,7.309960374,1.292149472,0.3078230599,0.04510482373,TRUE
N2188-1.Q2.B.170311_0058.C.061199.061035N3413.0060.nh.fits,2017-03-11T00:58:00.000,C,199,800.0404167,92.65464148,-34.1410685,23.32328641,2.559529362,20.75318907,0.4307963272,20.5933581,3.065409718,1.4910622,0.3906968269,0.05734362968,N2188-1.Q2.B.170311_0058.C.061199.061035N3413.0060.nh.fits,2017-03-11T00:58:00.000,C,320,435.0404051,92.65467478,-34.14109299,16.67439445,14.82164878,21.11928713,0.07458922455,23.02030613,3.065409718,1.4910622,0.06746887709,0.01107017925,TRUE
N2188-1.Q2.B.170311_1003.A.048968.061035N3413.0060.nh.fits,2017-03-11T10:03:00.000,A,1,800.4191435,92.65465455,-34.14106067,34.29199412,5.62501979,20.33267275,0.1961196968,20.99600214,3.982583799,1.515233726,0.1777771523,0.02669352357,N2188-1.Q2.B.170311_1003.A.048968.061035N3413.0060.nh.fits,2017-03-11T10:03:00.000,A,46,435.4191319,92.6547454,-34.14109674,29.40766792,13.90929254,20.50030392,0.07946606945,22.25146266,3.982583799,1.515233726,0.07189438265,0.01170705455,TRUE
N2188-1.Q2.B.170311_1003.A.048968.061035N3413.0060.nh.fits,2017-03-20T02:35:00.000,C,7,809.1082639,92.65459766,-34.14104712,29.44327606,15.2407361,20.49898375,0.07253643815,22.35357356,4.050605411,1.412335987,0.06561362872,0.01075589631,N2188-1.Q2.B.170311_1113.A.049000.061035N3413.0060.nh.fits,2017-03-11T11:13:00.000,A,377,435.4678819,92.65474894,-34.14113265,23.73794241,12.44485051,20.73396392,0.08877710062,22.40433714,3.743956264,1.381305751,0.08035452088,0.0128539821,FALSE
N2188-1.Q2.B.170311_1003.A.048968.061035N3413.0060.nh.fits,2016-11-30T04:06:00.000,C,13,699.1714931,92.65382203,-34.14099967,0.9672757279,0.7922107718,24.22537458,1.391788917,22.78203663,3.116312836,1.43615508,1.262290334,0.1849054725,N2188-1.Q2.B.170311_1223.A.049033.061035N3413.0060.nh.fits,2017-03-11T12:23:00.000,A,131,435.5162847,92.6548084,-34.14118003,23.61514171,13.76075229,20.73962224,0.08031906513,22.47453465,3.582982377,1.373817523,0.07267044555,0.01180602117,FALSE
N2188-1.Q2.B.170311_1113.A.049000.061035N3413.0060.nh.fits,2017-03-11T11:13:00.000,A,270,800.4678935,92.65464083,-34.14111274,23.41194026,4.168807519,20.74905015,0.2645374753,21.14887662,3.743956264,1.381305751,0.2398767502,0.03546380046,N2188-1.Q2.B.170315_0952.A.049328.061035N3413.0060.nh.fits,2017-03-15T09:52:00.000,A,418,439.4117361,92.65472685,-34.14114034,34.58811584,10.30954789,20.32329253,0.1070956299,21.68740649,4.548602085,1.361957792,0.09699746393,0.01511136158,FALSE
N2188-1.Q2.B.170311_1223.A.049033.061035N3413.0060.nh.fits,2017-03-11T12:23:00.000,A,348,800.5162963,92.65479607,-34.14116558,25.7803968,2.715243861,20.64391744,0.4060942947,20.49720759,3.582982377,1.373817523,0.3682910453,0.05407643721,N2188-1.Q2.B.170315_1103.A.049359.061035N3413.0060.nh.fits,2017-03-15T11:03:00.000,A,396,439.4605556,92.65478226,-34.14110426,21.39797197,13.81419015,20.84718091,0.08000103011,22.67311101,3.937358238,1.350712737,0.07238933221,0.01171835426,FALSE
N2188-1.Q2.B.170315_0952.A.049328.061035N3413.0060.nh.fits,2017-03-15T09:52:00.000,A,135,804.4117477,92.65461637,-34.14109855,28.54112138,7.520302344,20.53293368,0.146723029,21.53920829,4.548602085,1.361957792,0.1329733772,0.02014951408,N2188-1.Q2.B.170315_1825.S.062819.061035N3413.0060.nh.fits,2017-03-15T18:25:00.000,S,112,439.768044,92.65475275,-34.14108867,27.86820647,17.70066872,20.55896306,0.0624866935,22.66421427,4.378908083,1.548196809,0.05649504072,0.009434802204,FALSE
N2188-1.Q2.B.170315_1103.A.049359.061035N3413.0060.nh.fits,2017-03-15T11:03:00.000,A,402,804.4605671,92.6546917,-34.14106869,23.45549531,6.446792632,20.74702246,0.1711253005,21.60165055,3.937358238,1.350712737,0.1551158936,0.02332166571,N2188-1.Q2.B.170315_1935.S.062851.061035N3413.0060.nh.fits,2017-03-15T19:35:00.000,S,409,439.81625,92.65476506,-34.14112871,27.81590459,12.26866065,20.56101242,0.09002216816,22.18569421,4.328604344,1.550067878,0.08150848967,0.01286417497,FALSE
N2188-1.Q2.B.170315_1825.S.062819.061035N3413.0060.nh.fits,2017-03-15T18:25:00.000,S,117,804.7680556,92.65455331,-34.14100568,31.18745801,12.91141091,20.43619921,0.08555645503,22.1042726,4.378908083,1.548196809,0.07745086941,0.01231593395,N2188-1.Q2.B.170315_2042.S.062882.061035N3413.0060.nh.fits,2017-03-15T20:42:00.000,S,397,439.8629745,92.65471685,-34.14114442,25.29849922,8.216347771,20.66450288,0.1342908594,21.78018783,4.525977205,1.514003715,0.1217085776,0.01842680909,FALSE
N2188-1.Q2.B.170315_1935.S.062851.061035N3413.0060.nh.fits,2017-03-15T19:35:00.000,S,422,804.8162616,92.65463987,-34.14106668,28.75193311,7.42688907,20.52490528,0.1485447626,21.54240861,4.328604344,1.550067878,0.1346458781,0.02025740004,N2188-1.Q2.B.170317_0154.C.062593.061035N3413.0060.nh.fits,2017-03-17T01:54:00.000,C,52,441.0794792,92.65472967,-34.14106282,18.622909,19.15292466,20.99871754,0.05778980207,23.26595511,3.065064152,1.494105396,0.05221134724,0.008945362348,FALSE
N2188-1.Q2.B.170315_2042.S.062882.061035N3413.0060.nh.fits,2017-03-15T20:42:00.000,S,111,804.8629861,92.65380863,-34.14095927,8.032626966,1.734619129,21.91607462,0.6354306655,21.29964266,4.525977205,1.514003715,0.5764954297,0.0831247859,N2188-1.Q2.B.170317_0934.A.049704.061035N3413.0060.nh.fits,2017-03-17T09:34:00.000,A,372,441.3986458,92.65476744,-34.14111146,24.56617717,10.40844771,20.69654891,0.1060548118,22.09328907,5.639717285,1.459532543,0.09607580572,0.01482894794,FALSE
N2188-1.Q2.B.170317_0154.C.062593.061035N3413.0060.nh.fits,2017-03-17T01:54:00.000,C,175,806.0794907,92.65466699,-34.14105071,28.9468933,15.08506046,20.51753279,0.07328950839,22.38774711,3.065064152,1.494105396,0.06629075187,0.01089239158,N2188-1.Q2.B.170318_0024.C.062824.061035N3413.0060.nh.fits,2017-03-18T00:24:00.000,C,245,442.017338,92.65473607,-34.1410874,13.5475679,16.60090897,21.34584124,0.06664133902,23.52057101,2.496698393,1.672343654,0.0602376654,0.01014347469,FALSE
N2188-1.Q2.B.170317_0934.A.049704.061035N3413.0060.nh.fits,2017-03-17T09:34:00.000,A,44,806.3986574,92.65362723,-34.14109565,14.73593396,4.254082969,21.25411221,0.2591663436,21.63554596,5.639717285,1.459532543,0.2350682879,0.03432202663,N2188-1.Q2.B.170318_0129.C.062854.061035N3413.0060.nh.fits,2017-03-18T01:29:00.000,C,237,442.0618403,92.65470539,-34.14107726,14.7132151,18.27567868,21.25579546,0.06056880919,23.53571455,2.434310922,1.508517439,0.05471753019,0.009402142244,FALSE
N2188-1.Q2.B.170318_0024.C.062824.061035N3413.0060.nh.fits,2017-03-18T00:24:00.000,C,96,807.0173495,92.65472617,-34.1411015,23.62311688,16.60063288,20.73925387,0.06664244216,22.73666298,2.496698393,1.672343654,0.06023866723,0.01014361477,N2188-1.Q2.B.170318_0232.C.062884.061035N3413.0060.nh.fits,2017-03-18T02:32:00.000,C,432,442.1059954,92.65471509,-34.14107429,17.98110705,19.87344499,21.03697805,0.05571069057,23.42184389,2.833261601,1.475002939,0.05031840229,0.008707917518,FALSE
N2188-1.Q2.B.170318_0129.C.062854.061035N3413.0060.nh.fits,2017-03-18T01:29:00.000,C,196,807.0618519,92.65471258,-34.14107566,28.16511183,21.07091005,20.54740168,0.05257754853,22.84141228,2.434310922,1.508517439,0.04745879497,0.008388141969,N2188-1.Q2.B.170318_1819.S.063706.061035N3413.0060.nh.fits,2017-03-18T18:19:00.000,S,13,442.7632986,92.65478376,-34.14110001,20.16589725,6.733427682,20.91187763,0.1638054229,21.77832138,7.097272023,1.427364233,0.1485127705,0.02211051548,FALSE
N2188-1.Q2.B.170318_0232.C.062884.061035N3413.0060.nh.fits,2017-03-18T02:32:00.000,C,411,807.1060069,92.65470391,-34.14107137,29.13110042,15.96730429,20.5106124,0.06926216042,22.41057987,2.833261601,1.475002939,0.06262797914,0.01041492035,N2188-1.Q2.B.170318_1929.S.063738.061035N3413.0060.nh.fits,2017-03-18T19:29:00.000,S,275,442.8123843,92.6547471,-34.14115215,14.02005354,5.27275955,21.30844174,0.2091288142,21.91879315,6.487663211,1.400181263,0.1896540114,0.02789594959,FALSE
N2188-1.Q2.B.170318_1819.S.063706.061035N3413.0060.nh.fits,2017-03-18T18:19:00.000,S,300,807.7633102,92.65425201,-34.14107208,19.75076671,2.757037389,20.93457001,0.3998042152,20.83068926,7.097272023,1.427364233,0.3627081751,0.0524035243,N2188-1.Q2.B.170318_2036.S.063768.061035N3413.0060.nh.fits,2017-03-18T20:36:00.000,S,374,442.8585185,92.65485309,-34.14115656,-32.59393403,-6.698211778,nan,nan,21.25086075,10.97184289,1.217262137,-0.1492935776,-0.02247312946,FALSE
N2188-1.Q2.B.170318_1929.S.063738.061035N3413.0060.nh.fits,2017-03-18T19:29:00.000,S,41,807.8123958,92.65372916,-34.1410964,19.49604851,5.086554448,20.94873106,0.2167775669,21.54002024,6.487663211,1.400181263,0.1965967356,0.02887370302,N2188-1.Q2.B.170319_0034.C.063113.061035N3413.0060.nh.fits,2017-03-19T00:34:00.000,C,105,443.0237153,92.65475996,-34.1411427,24.82534036,17.45330695,20.68510014,0.06336684335,22.72790078,4.067239748,1.661026904,0.05729573213,0.009538089391,FALSE
N2188-1.Q2.B.170318_2036.S.063768.061035N3413.0060.nh.fits,2017-03-18T20:36:00.000,S,128,807.8585301,92.65485309,-34.14115656,nan,nan,nan,nan,20.40399938,6.445610894,1.605233654,0.5102243818,0.07349184101,N2188-1.Q2.B.170319_0247.C.063174.061035N3413.0060.nh.fits,2017-03-19T02:47:00.000,C,296,443.1165856,92.65471917,-34.14109568,20.5079679,20.77427699,20.89352727,0.05330253051,23.23708784,3.327060956,1.494053758,0.04813645263,0.008371152349,FALSE
N2188-1.Q2.B.170319_0034.C.063113.061035N3413.0060.nh.fits,2017-03-19T00:34:00.000,C,26,808.0237269,92.65456985,-34.14104874,26.22493536,11.11267167,20.62526627,0.0993601281,22.08424264,4.067239748,1.661026904,0.08998736126,0.01404545686,N2188-1.Q2.B.170319_1818.S.063893.061035N3413.0060.nh.fits,2017-03-19T18:18:00.000,S,402,443.7628241,92.65480757,-34.14114428,23.28593578,8.792009659,20.75493755,0.1255054579,21.9612299,5.720583724,1.518909382,0.1137396385,0.01726537301,FALSE
N2188-1.Q2.B.170319_0247.C.063174.061035N3413.0060.nh.fits,2017-03-19T02:47:00.000,C,483,808.1165972,92.6546484,-34.14106886,28.59045395,18.01447169,20.53104963,0.06141895918,22.53042251,3.327060956,1.494053758,0.05551092573,0.009385242816,N2188-1.Q2.B.170319_1924.S.063923.061035N3413.0060.nh.fits,2017-03-19T19:24:00.000,S,231,443.8083681,92.65473816,-34.14110976,22.35399535,8.788444895,20.79949676,0.1255573594,22.00796745,5.541964521,1.418918663,0.1137857735,0.01727844624,FALSE
N2188-1.Q2.B.170319_1818.S.063893.061035N3413.0060.nh.fits,2017-03-19T18:18:00.000,S,211,808.7628356,92.65364576,-34.14106735,15.00416027,4.033516898,21.23443314,0.2733248178,21.56342332,5.720583724,1.518909382,0.2479226009,0.03611248093,N2188-1.Q2.B.170319_2029.S.063953.061035N3413.0060.nh.fits,2017-03-19T20:29:00.000,S,453,443.8537269,92.65472564,-34.14105505,22.90026786,8.430289339,20.77315742,0.1308820137,21.92768677,5.927426272,1.475036622,0.1186198907,0.01795397822,FALSE
N2188-1.Q2.B.170319_1924.S.063923.061035N3413.0060.nh.fits,2017-03-19T19:24:00.000,S,368,808.8083796,92.6537474,-34.1410516,15.43855683,5.150814418,21.20329688,0.214075876,21.81590398,5.541964521,1.418918663,0.1941440555,0.02853088282,N2188-1.Q2.B.170320_0035.C.063373.061035N3413.0060.nh.fits,2017-03-20T00:35:00.000,C,180,444.0249537,92.65477078,-34.14108686,21.84209034,19.70336101,20.82476988,0.05617388186,23.09276291,3.411595613,1.756718341,0.05075276241,0.008687346017,FALSE
N2188-1.Q2.B.170319_2029.S.063953.061035N3413.0060.nh.fits,2017-03-19T20:29:00.000,S,233,808.8537384,92.65357269,-34.14107686,13.09142019,3.17986149,21.38320617,0.3466643481,21.44957354,5.927426272,1.475036622,0.3144791064,0.0455752385,N2188-1.Q2.B.170320_0138.C.063403.061035N3413.0060.nh.fits,2017-03-20T01:38:00.000,C,285,444.06875,92.65475563,-34.14107601,17.91101141,18.60392998,21.0412392,0.05948260827,23.32058631,3.183744721,1.617213809,0.05375208362,0.009140977488,FALSE
N2188-1.Q2.B.170320_0035.C.063373.061035N3413.0060.nh.fits,2017-03-20T00:35:00.000,C,445,809.0249653,92.65468243,-34.1410548,28.16777321,15.19986552,20.54729859,0.0727261364,22.38300588,3.411595613,1.756718341,0.06579005573,0.01075449894,N2188-1.Q2.B.170320_0235.C.063430.061035N3413.0060.nh.fits,2017-03-20T02:35:00.000,C,73,444.1082523,92.65474734,-34.14109451,23.8660726,18.79167565,20.72809115,0.05888811233,22.91392639,4.050605411,1.412335987,0.05321505216,0.00904849496,FALSE
N2188-1.Q2.B.170320_0138.C.063403.061035N3413.0060.nh.fits,2017-03-20T01:38:00.000,C,158,809.0687616,92.65467547,-34.141045,25.34631432,14.27293836,20.66244289,0.07743898553,22.46861135,3.183744721,1.617213809,0.07006265805,0.01139481262,N2188-1.Q2.B.170321_0040.C.063637.061035N3413.0060.nh.fits,2017-03-21T00:40:00.000,C,238,445.0278241,92.6547358,-34.14109892,19.01361562,17.34188199,20.97606636,0.06378726536,23.04791873,3.505605092,1.519805882,0.05766386834,0.009673213965,FALSE
N2188-1.Q2.B.170321_0040.C.063637.061035N3413.0060.nh.fits,2017-03-21T00:40:00.000,C,140,810.0278356,92.65464091,-34.14104565,27.52762936,17.06668788,20.57237766,0.06481080338,22.55715717,3.505605092,1.519805882,0.05859367718,0.009801403614,N2188-1.Q2.B.170321_0149.C.063668.061035N3413.0060.nh.fits,2017-03-21T01:49:00.000,C,122,445.0762731,92.65475467,-34.14107678,19.27972733,19.24792603,20.96090348,0.0575029771,23.23709828,3.484699036,1.440709667,0.05195364936,0.008892556269,FALSE
N2188-1.Q2.B.170321_0149.C.063668.061035N3413.0060.nh.fits,2017-03-21T01:49:00.000,C,197,810.0762847,92.6546735,-34.14105125,26.94140626,17.10130757,20.59586122,0.06468134981,22.59922608,3.484699036,1.440709667,0.0584750608,0.009791272509,N2188-1.Q2.B.170327_0045.C.065259.061035N3413.0060.nh.fits,2017-03-27T00:45:00.000,C,206,451.0318866,92.65474367,-34.14110768,14.3841001,15.90941062,21.28047558,0.06950821325,23.31733543,3.047395492,1.535099879,0.06285587969,0.01041930158,FALSE
N2188-1.Q2.B.170327_0045.C.065259.061035N3413.0060.nh.fits,2017-03-27T00:45:00.000,C,282,816.0318981,92.65469666,-34.1410755,23.49656397,16.60212466,20.74511397,0.06662077771,22.71726362,3.047395492,1.535099879,0.06023325449,0.01005580581,N2188-1.Q2.B.170327_0203.C.065291.061035N3413.0060.nh.fits,2017-03-27T02:03:00.000,C,442,451.086088,92.65474905,-34.14109789,13.60812801,17.2333653,21.34097537,0.06419623708,23.46496715,3.008876117,1.370073787,0.05802697167,0.009774545224,FALSE
N2188-1.Q2.B.170327_0203.C.065291.061035N3413.0060.nh.fits,2017-03-27T02:03:00.000,C,296,816.0860995,92.65471393,-34.14107861,22.88940837,17.84547796,20.77367488,0.06200498061,22.77066489,3.008876117,1.370073787,0.05603660504,0.009498250441,N2188-1.Q2.B.170327_0922.A.050422.061035N3413.0060.nh.fits,2017-03-27T09:22:00.000,A,257,451.3906019,92.65474881,-34.14109569,14.58176423,14.81280592,21.26558601,0.07463214035,23.2213411,2.819824386,1.679870311,0.06750915427,0.01106765793,FALSE
N2188-1.Q2.B.170327_0922.A.050422.061035N3413.0060.nh.fits,2017-03-27T09:22:00.000,A,321,816.3906134,92.65465281,-34.14108462,20.24228815,12.11048686,20.90775279,0.09122115457,22.50426001,2.819824386,1.679870311,0.08257306348,0.01316800874,N2188-1.Q2.B.170327_1027.A.050453.061035N3413.0060.nh.fits,2017-03-27T10:27:00.000,A,291,451.4358449,92.6548402,-34.14116699,10.64272588,11.40318892,21.60912009,0.09685654465,23.1926322,3.276192357,1.53704151,0.08769476741,0.01385189369,FALSE
N2188-1.Q2.B.170327_1027.A.050453.061035N3413.0060.nh.fits,2017-03-27T10:27:00.000,A,257,816.4358565,92.65465662,-34.1410645,24.57231643,14.55051946,20.69627631,0.07596783773,22.53011503,3.276192357,1.53704151,0.06872606868,0.01121255475,N2188-1.Q2.B.170327_1134.A.050484.061035N3413.0060.nh.fits,2017-03-27T11:34:00.000,A,234,451.4824653,92.65476993,-34.14110318,19.40970222,12.54250043,20.95357351,0.08807449251,22.59382324,4.255147338,1.454608128,0.07972891894,0.01268739773,FALSE
N2188-1.Q2.B.170327_1134.A.050484.061035N3413.0060.nh.fits,2017-03-27T11:34:00.000,A,132,816.4824769,92.65365758,-34.14104549,4.92517949,2.206398842,22.44971269,0.4996452858,22.11120055,4.255147338,1.454608128,0.4532272139,0.06589174445,N2188-1.Q2.B.170327_1814.S.000147.061035N3413.0060.nh.fits,2017-03-27T18:14:00.000,S,385,451.7602315,92.65475484,-34.14108209,16.29729547,16.5320279,21.14424268,0.06689808144,23.22649337,3.202197599,1.570640661,0.060488647,0.01006961141,FALSE
N2188-1.Q2.B.170327_1814.S.000147.061035N3413.0060.nh.fits,2017-03-27T18:14:00.000,S,391,816.7602431,92.65468689,-34.1410615,23.22227299,13.96804947,20.75792424,0.07912277522,22.52336093,3.202197599,1.570640661,0.07159195721,0.01160626335,N2188-1.Q2.B.170327_1920.S.000178.061035N3413.0060.nh.fits,2017-03-27T19:20:00.000,S,353,451.8059028,92.65475186,-34.14111264,14.20180901,12.35044255,21.29438962,0.08944088336,22.96312912,3.575886996,1.597849196,0.08096875849,0.01286585345,FALSE
N2188-1.Q2.B.170327_1920.S.000178.061035N3413.0060.nh.fits,2017-03-27T19:20:00.000,S,31,816.8059144,92.65454634,-34.1410545,18.05525332,9.669503702,21.0324887,0.11416475,22.34492936,3.575886996,1.597849196,0.1034179241,0.01599353592,N2188-1.Q2.B.170327_2028.S.000210.061035N3413.0060.nh.fits,2017-03-27T20:28:00.000,S,36,451.8533218,92.65476843,-34.14109807,17.97037975,12.02683149,21.03762909,0.09184079621,22.67498969,3.956546529,1.489177982,0.08314741924,0.01317278463,FALSE
N2188-1.Q2.B.170327_2028.S.000210.061035N3413.0060.nh.fits,2017-03-27T20:28:00.000,S,372,816.8533333,92.65437419,-34.14099485,17.82577996,8.553859131,21.04644298,0.1290227168,22.20635927,3.956546529,1.489177982,0.1169062975,0.01788614864,N2188-1.Q2.B.170328_1837.S.000388.061035N3413.0060.nh.fits,2017-03-28T18:37:00.000,S,84,452.7757176,92.65477916,-34.14116033,16.40024285,6.003616648,21.13737301,0.1836937248,21.8959434,6.236692247,1.434759742,0.1665662647,0.02464724645,FALSE
N2188-1.Q2.B.170328_1837.S.000388.061035N3413.0060.nh.fits,2017-03-28T18:37:00.000,S,21,817.7757292,92.65364153,-34.14107986,14.75243671,3.622081391,21.25289115,0.3043554976,21.44773909,6.236692247,1.434759742,0.2760843537,0.04010924992,N2188-1.Q2.B.170328_1939.S.000418.061035N3413.0060.nh.fits,2017-03-28T19:39:00.000,S,4,452.8192477,92.65474195,-34.1412109,16.55595396,6.158429384,21.12706394,0.1790819609,21.94028011,5.610957147,1.452765634,0.1623790642,0.02406515305,FALSE
